person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
35.0,0,0,49135.0,11,0,7200.0,3,10.71,0.15,5.0,630,1,0
33.0,0,1,15104.0,9,3,1500.0,3,11.83,0.1,6.0,653,0,0
23.0,1,3,37048.0,2,3,3000.0,3,15.2,0.08,2.0,625,0,1
25.0,1,1,84656.0,3,0,7043.0,3,10.63,0.08,3.0,682,1,0
31.0,0,2,61271.0,10,0,12000.0,0,7.88,0.2,6.0,580,1,0
28.0,0,4,70629.0,5,3,13716.0,3,12.88,0.19,9.0,714,0,1
36.0,1,0,29529.0,14,0,1500.0,0,9.63,0.05,16.0,622,0,0
22.0,0,0,48705.0,0,0,4650.0,0,10.28,0.1,4.0,592,0,1
21.0,1,4,37264.0,0,3,14000.0,3,10.65,0.38,2.0,545,0,1
23.0,0,4,37480.0,0,0,2200.0,2,11.01,0.06,3.0,683,0,1
28.0,0,2,60924.0,4,3,2000.0,5,11.04,0.03,6.0,697,1,0
28.0,1,1,17623.0,9,2,6700.0,5,9.63,0.38,8.0,655,0,1
29.0,1,4,41906.0,6,3,10000.0,0,12.53,0.24,6.0,598,0,1
25.0,1,4,58660.0,3,3,8000.0,5,13.04,0.14,4.0,695,0,0
24.0,0,1,43283.0,0,2,3000.0,3,12.12,0.07,3.0,623,0,0
28.0,1,4,61799.0,7,3,5200.0,5,12.53,0.08,8.0,711,1,0
24.0,1,0,162980.0,2,0,21000.0,5,10.38,0.13,4.0,587,0,0
33.0,0,0,180858.0,9,2,20000.0,4,11.48,0.11,7.0,689,0,0
27.0,1,0,96196.0,1,0,8000.0,3,6.38,0.08,8.0,593,1,0
28.0,0,3,71520.0,5,3,6500.0,2,16.35,0.09,7.0,633,0,1
24.0,0,1,61070.0,1,3,18000.0,5,7.9,0.29,4.0,628,0,1
34.0,0,4,91849.0,13,0,19200.0,2,16.77,0.21,9.0,700,0,1
28.0,0,4,136693.0,2,0,8000.0,1,7.07,0.06,7.0,618,1,0
31.0,1,0,31313.0,9,3,1400.0,4,6.99,0.04,6.0,634,1,0
26.0,0,1,140048.0,5,0,21520.0,1,14.39,0.15,5.0,608,0,0
23.0,1,1,124462.0,1,0,16750.0,0,11.01,0.13,2.0,569,0,1
22.0,0,1,94514.0,1,3,10000.0,5,12.42,0.11,2.0,563,1,0
23.0,0,0,34563.0,2,3,6000.0,1,9.63,0.17,4.0,662,1,0
22.0,0,1,96688.0,0,0,5000.0,3,8.91,0.05,3.0,672,1,0
23.0,1,3,40548.0,0,3,4800.0,5,14.54,0.12,4.0,597,1,0
27.0,0,3,78893.0,4,0,6000.0,1,11.17,0.08,5.0,525,1,0
25.0,1,3,41329.0,2,3,5500.0,4,11.01,0.13,3.0,625,1,0
29.0,1,0,48940.0,7,3,3600.0,0,12.23,0.07,7.0,697,0,0
22.0,0,1,58246.0,1,3,4000.0,5,11.01,0.07,3.0,541,0,0
21.0,1,1,53907.0,0,3,7000.0,1,11.46,0.13,2.0,661,0,1
36.0,0,1,53482.0,16,3,6000.0,2,11.01,0.11,12.0,597,0,1
36.0,0,1,516694.0,15,3,25000.0,1,13.8,0.05,11.0,513,1,0
29.0,1,1,127034.0,5,0,12000.0,5,6.62,0.09,7.0,602,1,0
24.0,0,0,64757.0,0,3,19600.0,3,16.07,0.3,3.0,680,0,1
33.0,1,1,342947.0,12,0,10000.0,0,13.99,0.03,7.0,671,0,0
23.0,1,1,32053.0,1,3,10000.0,1,15.58,0.31,2.0,664,0,1
23.0,0,1,93070.0,1,0,4800.0,1,7.51,0.05,4.0,672,1,0
24.0,1,0,71823.0,1,3,3500.0,3,8.9,0.05,3.0,675,1,0
31.0,1,1,16604.0,5,3,7000.0,2,9.62,0.42,9.0,686,0,1
24.0,0,1,35820.0,1,0,6000.0,3,15.62,0.17,3.0,653,0,1
31.0,1,1,113267.0,9,0,24000.0,5,16.08,0.21,6.0,689,0,1
24.0,0,0,113514.0,1,3,9600.0,4,12.99,0.08,2.0,605,1,0
25.0,1,3,59746.0,1,0,6000.0,4,15.23,0.1,3.0,646,0,1
22.0,1,3,57166.0,0,3,12000.0,3,13.0,0.21,3.0,625,0,0
25.0,1,3,48823.0,4,3,10400.0,1,9.91,0.21,4.0,574,1,0
22.0,1,3,42160.0,0,3,9600.0,1,16.96,0.23,3.0,611,0,1
27.0,1,4,58243.0,2,3,9000.0,0,10.7,0.15,7.0,617,1,0
31.0,1,4,84930.0,8,0,8400.0,4,6.91,0.1,9.0,584,1,0
22.0,1,4,23799.0,0,3,3000.0,5,13.06,0.13,2.0,670,0,1
42.0,0,3,66718.0,16,0,16500.0,5,12.69,0.25,11.0,652,1,0
22.0,0,1,70096.0,0,3,16000.0,2,17.15,0.23,3.0,554,0,1
28.0,0,1,48005.0,2,3,8000.0,3,14.91,0.17,7.0,632,0,1
33.0,0,0,18183.0,11,3,2467.0,5,9.98,0.14,5.0,595,0,1
24.0,1,3,27589.0,1,3,8000.0,1,13.23,0.29,2.0,550,0,1
25.0,1,0,115154.0,4,0,20000.0,0,10.74,0.17,3.0,569,1,0
28.0,0,1,79243.0,4,3,7000.0,4,10.74,0.09,9.0,649,1,0
25.0,1,4,52071.0,0,3,8000.0,4,11.01,0.15,4.0,603,0,0
29.0,0,0,39298.0,8,3,6400.0,1,14.96,0.16,5.0,632,0,1
24.0,1,0,52210.0,0,0,10000.0,0,16.89,0.19,2.0,634,0,1
25.0,0,1,100235.0,1,3,4500.0,0,7.42,0.04,4.0,628,1,0
25.0,1,3,131773.0,0,0,12000.0,5,7.51,0.09,4.0,593,1,0
35.0,0,0,121109.0,11,0,11494.0,0,15.19,0.09,9.0,619,0,1
31.0,1,4,58395.0,7,0,5000.0,2,7.78,0.09,9.0,661,1,0
27.0,0,0,83858.0,7,3,6141.0,3,8.85,0.07,4.0,537,1,0
25.0,0,4,108545.0,1,0,6000.0,4,7.14,0.06,3.0,667,1,0
22.0,0,1,64448.0,2,0,4000.0,5,10.99,0.06,2.0,684,1,0
24.0,0,1,45346.0,2,0,10000.0,5,10.99,0.22,4.0,672,0,0
34.0,1,3,66484.0,14,3,7000.0,3,8.88,0.11,9.0,627,1,0
28.0,1,3,59578.0,3,0,8025.0,5,11.01,0.13,7.0,604,0,1
23.0,1,4,71833.0,1,3,7800.0,0,15.99,0.11,3.0,629,0,1
23.0,0,3,72713.0,5,0,21000.0,0,11.71,0.29,4.0,614,1,0
22.0,0,3,108930.0,0,3,15000.0,3,11.49,0.14,4.0,673,1,0
36.0,0,1,144872.0,15,3,10000.0,2,11.49,0.07,14.0,694,1,0
40.0,0,0,100709.0,17,3,23000.0,2,12.36,0.23,11.0,664,0,1
22.0,1,0,26315.0,0,3,8000.0,0,16.77,0.3,4.0,667,0,1
25.0,1,3,36926.0,3,3,4800.0,2,15.95,0.13,2.0,614,0,1
24.0,0,4,44297.0,4,3,12250.0,0,11.49,0.28,2.0,670,0,1
24.0,1,1,94685.0,0,3,9600.0,0,14.42,0.1,2.0,591,0,1
22.0,0,1,48880.0,0,3,5000.0,1,6.17,0.1,2.0,688,0,0
21.0,1,4,34136.0,0,2,1000.0,1,15.27,0.03,3.0,656,1,0
25.0,0,0,29829.0,4,3,2000.0,3,16.59,0.07,2.0,612,1,0
27.0,0,0,140192.0,6,0,25000.0,2,13.36,0.18,7.0,647,0,1
23.0,1,1,37137.0,0,3,3000.0,3,5.79,0.08,3.0,567,1,0
25.0,0,4,85424.0,3,3,5600.0,3,7.9,0.07,4.0,644,0,0
24.0,0,3,104183.0,4,0,20000.0,4,10.99,0.19,3.0,636,0,1
33.0,1,1,130451.0,8,0,4952.0,0,12.48,0.04,12.0,586,0,1
26.0,0,0,46680.0,1,0,18347.0,3,10.23,0.39,3.0,650,1,0
29.0,0,0,151914.0,9,3,9102.0,3,16.5,0.06,8.0,645,0,1
29.0,1,1,68728.0,5,3,7000.0,1,11.01,0.1,9.0,663,0,1
33.0,1,0,44629.0,10,3,15000.0,4,11.14,0.34,10.0,662,0,1
36.0,1,1,50513.0,11,3,6294.0,0,10.08,0.12,16.0,638,1,0
29.0,0,3,54008.0,3,3,6000.0,4,13.52,0.11,8.0,568,0,1
27.0,1,4,79825.0,1,3,10076.0,3,15.3,0.13,5.0,685,0,1
23.0,0,4,22512.0,0,3,4500.0,5,7.49,0.2,4.0,692,0,1
24.0,1,4,56084.0,0,3,5975.0,1,14.46,0.11,2.0,665,0,1
23.0,1,3,30001.0,1,3,2800.0,3,11.49,0.09,3.0,659,0,1
25.0,0,3,36830.0,4,3,1638.0,4,14.97,0.04,4.0,536,1,0
25.0,1,0,89934.0,3,2,16000.0,3,8.49,0.18,3.0,702,1,0
32.0,0,3,346907.0,10,0,25000.0,0,14.83,0.07,10.0,614,0,1
28.0,0,4,63282.0,5,0,7500.0,4,9.32,0.12,6.0,637,1,0
25.0,0,0,73478.0,2,0,3000.0,2,17.39,0.04,2.0,580,1,0
23.0,0,0,75593.0,0,0,4000.0,5,7.43,0.05,3.0,589,1,0
27.0,1,1,78753.0,4,3,3500.0,1,13.49,0.04,9.0,674,1,0
37.0,0,3,45601.0,14,2,6075.0,5,11.86,0.13,14.0,637,1,0
25.0,0,3,148792.0,1,3,12000.0,5,10.75,0.08,2.0,652,0,0
29.0,1,1,89798.0,8,3,16000.0,2,13.73,0.18,8.0,696,0,1
29.0,0,3,162640.0,9,0,10671.0,5,11.01,0.07,7.0,681,1,0
26.0,0,4,186661.0,0,0,25000.0,1,10.75,0.13,3.0,703,0,0
24.0,0,4,41088.0,2,0,10000.0,2,11.01,0.24,4.0,693,1,0
30.0,0,0,73194.0,6,3,10000.0,4,6.39,0.14,7.0,605,1,0
23.0,0,4,55276.0,3,3,12000.0,4,11.83,0.22,4.0,703,0,0
26.0,1,0,44196.0,4,3,7500.0,4,11.4,0.17,6.0,627,0,1
31.0,1,4,213241.0,7,0,3500.0,0,11.01,0.02,7.0,740,1,0
23.0,0,3,49287.0,0,3,6000.0,3,11.1,0.12,4.0,663,1,0
34.0,1,0,101694.0,9,0,9250.0,4,11.36,0.09,8.0,694,1,0
32.0,1,1,47725.0,9,3,5000.0,3,14.09,0.1,10.0,604,0,1
34.0,1,1,31154.0,11,0,1000.0,0,9.63,0.03,6.0,625,1,0
33.0,0,3,61404.0,11,2,8300.0,1,11.01,0.14,7.0,685,0,0
23.0,0,1,29640.0,3,2,4200.0,4,10.99,0.14,4.0,595,1,0
23.0,0,1,145201.0,0,0,4400.0,5,11.71,0.03,3.0,698,0,0
23.0,0,4,74404.0,0,3,16000.0,2,16.0,0.22,3.0,630,0,1
37.0,1,3,74750.0,10,3,4000.0,5,14.82,0.05,12.0,528,1,0
26.0,1,1,70235.0,4,0,3405.0,4,5.42,0.05,4.0,616,1,0
22.0,1,1,27045.0,0,3,1600.0,4,11.01,0.06,4.0,547,1,0
23.0,0,0,35454.0,1,3,9250.0,5,14.35,0.26,3.0,574,0,1
25.0,1,3,49061.0,6,3,6000.0,5,9.7,0.12,4.0,601,1,0
46.0,0,3,223521.0,24,0,20000.0,5,11.36,0.09,15.0,708,1,0
23.0,0,4,112860.0,0,3,30000.0,3,14.0,0.27,3.0,678,0,1
30.0,1,0,26974.0,6,3,5000.0,5,11.71,0.19,7.0,564,1,0
34.0,0,3,122786.0,13,0,7200.0,2,13.49,0.06,5.0,612,0,1
27.0,0,3,19804.0,8,3,2800.0,2,10.65,0.14,5.0,584,0,1
23.0,0,1,90942.0,0,0,15000.0,3,13.36,0.16,4.0,614,1,0
40.0,0,0,40636.0,16,0,1000.0,3,11.01,0.02,16.0,617,1,0
23.0,1,0,55020.0,0,3,2000.0,5,7.05,0.04,3.0,609,1,0
22.0,0,1,69886.0,0,3,5400.0,3,5.42,0.08,4.0,650,1,0
25.0,0,1,36019.0,4,3,2500.0,3,12.84,0.07,4.0,711,0,1
35.0,1,1,104755.0,17,2,18000.0,4,11.01,0.17,9.0,630,1,0
28.0,1,1,30071.0,5,3,8875.0,1,10.65,0.3,7.0,682,0,1
23.0,1,1,47827.0,4,3,7000.0,4,10.61,0.15,4.0,591,0,1
26.0,1,1,22770.0,1,3,2000.0,1,13.3,0.09,2.0,484,0,1
39.0,0,0,87371.0,17,3,20000.0,3,12.69,0.23,14.0,553,1,0
31.0,0,4,130703.0,10,0,35000.0,0,13.49,0.27,10.0,649,0,1
21.0,1,1,34819.0,0,3,8000.0,1,10.99,0.23,2.0,647,0,1
37.0,0,4,87322.0,12,0,5600.0,5,5.42,0.06,15.0,708,0,0
23.0,1,3,137014.0,1,0,12000.0,1,7.66,0.09,3.0,630,0,0
23.0,0,1,50310.0,0,3,4605.0,4,9.36,0.09,4.0,516,1,0
27.0,1,0,40979.0,3,3,15000.0,5,6.27,0.37,8.0,683,0,1
37.0,1,3,175346.0,17,0,11375.0,4,10.99,0.06,11.0,571,0,1
24.0,1,3,158984.0,3,3,8000.0,0,15.99,0.05,2.0,610,0,1
29.0,1,0,96857.0,9,0,22000.0,3,10.59,0.23,10.0,673,0,0
23.0,0,1,101569.0,3,3,15000.0,0,11.22,0.15,4.0,683,1,0
43.0,0,1,34524.0,20,0,6250.0,2,11.01,0.18,13.0,607,0,1
31.0,0,3,78724.0,9,0,7000.0,1,7.88,0.09,5.0,674,0,0
28.0,0,2,47969.0,2,3,10400.0,1,10.37,0.22,10.0,664,0,0
31.0,1,3,120723.0,6,0,9950.0,3,5.42,0.08,7.0,637,1,0
31.0,1,3,37200.0,9,3,10000.0,2,8.94,0.27,10.0,689,0,1
27.0,1,0,91135.0,8,3,14000.0,5,9.63,0.15,7.0,680,1,0
38.0,1,3,62338.0,20,3,17000.0,2,10.38,0.27,11.0,704,0,1
26.0,0,1,94709.0,1,3,6342.0,4,13.4,0.07,4.0,670,0,1
30.0,0,4,80312.0,8,0,11200.0,1,13.49,0.14,9.0,618,0,1
30.0,0,3,118589.0,7,3,8525.0,4,10.78,0.07,9.0,654,0,1
25.0,0,3,90882.0,5,3,4810.0,1,14.99,0.05,3.0,564,0,0
29.0,0,1,36952.0,7,0,1400.0,1,8.9,0.04,9.0,706,0,1
29.0,1,0,30782.0,10,3,10000.0,3,7.51,0.32,7.0,652,0,1
28.0,1,0,77107.0,8,0,12500.0,2,11.01,0.16,10.0,630,1,0
25.0,0,3,61160.0,1,0,6266.0,4,7.5,0.1,5.0,628,1,0
26.0,1,0,48292.0,1,3,3500.0,3,6.77,0.07,4.0,637,0,0
27.0,1,0,103238.0,4,0,10000.0,4,7.49,0.1,8.0,667,1,0
33.0,0,0,130586.0,9,3,3000.0,5,11.36,0.02,5.0,583,0,0
21.0,1,3,90923.0,3,0,5400.0,1,7.29,0.06,3.0,612,1,0
25.0,1,1,62994.0,3,3,3625.0,2,6.54,0.06,3.0,580,0,0
23.0,0,3,38344.0,0,3,21199.0,0,12.53,0.55,4.0,653,0,1
26.0,0,1,136740.0,0,0,12000.0,4,7.29,0.09,2.0,605,0,1
28.0,0,2,89523.0,7,3,5000.0,0,15.21,0.06,8.0,707,0,1
25.0,0,0,65837.0,1,3,3469.0,1,12.81,0.05,3.0,688,0,1
23.0,1,0,121841.0,0,0,20000.0,0,7.9,0.16,4.0,680,0,0
24.0,0,0,51598.0,0,0,19200.0,5,7.9,0.37,4.0,598,0,0
60.0,1,3,118493.0,39,3,15000.0,2,16.29,0.13,29.0,637,0,1
22.0,1,1,22169.0,0,3,3000.0,0,7.9,0.14,3.0,660,0,1
29.0,1,0,61234.0,6,3,14454.0,0,11.01,0.24,5.0,524,1,0
25.0,1,1,120855.0,1,3,6000.0,4,14.42,0.05,3.0,678,1,0
27.0,0,3,30935.0,6,0,4750.0,4,14.83,0.15,9.0,566,0,0
38.0,1,0,51175.0,18,3,10971.0,4,13.95,0.21,12.0,656,0,1
29.0,0,1,22479.0,9,3,3000.0,5,12.69,0.13,5.0,586,0,1
25.0,1,1,54688.0,4,3,15000.0,0,11.01,0.27,2.0,552,0,1
24.0,0,1,36940.0,0,3,5000.0,1,11.62,0.14,2.0,659,0,0
28.0,1,3,35731.0,3,3,10000.0,0,16.77,0.28,10.0,681,0,1
23.0,0,1,72969.0,1,3,20000.0,3,7.9,0.27,2.0,579,0,1
22.0,0,4,86449.0,0,0,15000.0,3,14.96,0.17,3.0,698,0,1
22.0,0,4,79255.0,0,3,34000.0,1,17.58,0.43,4.0,691,0,1
33.0,1,1,48363.0,8,3,1000.0,5,8.71,0.02,11.0,642,1,0
25.0,0,1,98340.0,1,3,18000.0,0,13.24,0.18,4.0,594,0,0
25.0,1,3,39484.0,4,0,2500.0,2,16.45,0.06,3.0,638,0,1
24.0,1,1,55854.0,0,3,17000.0,0,10.38,0.3,2.0,578,0,1
29.0,1,3,40046.0,3,3,10275.0,5,6.62,0.26,8.0,610,0,1
35.0,1,4,101488.0,11,0,20000.0,0,11.54,0.2,6.0,605,0,1
24.0,1,0,37057.0,3,2,10000.0,2,12.61,0.27,2.0,545,1,0
28.0,0,0,41647.0,6,0,3700.0,2,6.91,0.09,8.0,641,0,1
24.0,1,1,73127.0,3,3,10000.0,1,11.01,0.14,2.0,622,0,0
32.0,1,4,41897.0,11,0,7500.0,2,5.99,0.18,7.0,669,0,1
23.0,1,0,109345.0,2,3,2000.0,4,7.88,0.02,3.0,666,0,0
24.0,1,0,68848.0,0,0,5851.0,3,11.4,0.08,4.0,528,0,1
23.0,0,0,18926.0,0,2,4600.0,5,10.99,0.24,2.0,688,0,1
25.0,0,0,59662.0,1,3,16000.0,0,11.01,0.27,4.0,672,0,1
23.0,1,3,61259.0,2,3,7000.0,0,14.37,0.11,4.0,532,1,0
34.0,1,0,88526.0,7,3,10000.0,4,11.11,0.11,10.0,648,1,0
23.0,0,0,48435.0,0,0,6000.0,1,7.88,0.12,3.0,601,1,0
24.0,0,1,51350.0,2,3,8530.0,1,11.64,0.17,3.0,711,0,0
29.0,1,3,71504.0,7,0,3000.0,3,17.19,0.04,6.0,517,0,1
26.0,0,3,53891.0,1,3,23987.0,0,10.01,0.45,6.0,555,0,1
34.0,1,0,151124.0,10,0,20000.0,0,11.13,0.13,11.0,681,0,0
28.0,0,1,71558.0,2,3,3980.0,1,5.65,0.06,7.0,637,0,1
34.0,1,0,43296.0,13,0,2800.0,1,14.17,0.06,7.0,713,0,1
38.0,0,1,37254.0,12,3,3000.0,1,13.85,0.08,14.0,637,0,1
29.0,1,4,154676.0,6,3,15000.0,1,9.63,0.1,9.0,651,0,1
21.0,0,0,37148.0,0,3,10000.0,4,11.99,0.27,3.0,632,0,1
25.0,1,0,242357.0,5,0,14000.0,0,7.66,0.06,4.0,610,0,0
27.0,0,1,47673.0,5,0,5000.0,2,18.79,0.1,10.0,644,0,1
24.0,0,3,37892.0,5,3,6906.0,1,14.62,0.18,4.0,528,0,1
24.0,0,3,45585.0,0,0,8000.0,3,7.88,0.18,4.0,599,0,1
27.0,0,0,77693.0,4,0,3500.0,3,11.99,0.05,8.0,574,1,0
23.0,1,3,28170.0,0,3,1750.0,4,15.7,0.06,2.0,544,0,1
32.0,0,1,34217.0,8,3,3000.0,3,11.12,0.09,8.0,633,0,1
26.0,0,0,81019.0,1,3,4718.0,0,16.22,0.06,4.0,590,0,1
23.0,1,1,33656.0,4,0,1925.0,5,11.01,0.06,3.0,631,1,0
28.0,0,4,15628.0,5,3,2400.0,4,12.68,0.15,8.0,666,0,1
28.0,0,0,51582.0,4,0,12000.0,0,9.62,0.23,7.0,605,0,0
22.0,1,0,36908.0,0,3,7000.0,3,8.9,0.19,4.0,658,1,0
33.0,0,3,43181.0,7,0,12000.0,0,12.72,0.28,8.0,634,0,0
26.0,1,0,36949.0,0,3,15000.0,0,12.84,0.41,3.0,674,0,1
40.0,0,1,13475.0,17,3,3542.0,1,11.44,0.26,15.0,673,0,1
26.0,0,1,64636.0,4,3,4600.0,0,15.62,0.07,4.0,633,0,1
23.0,0,3,27041.0,0,3,4500.0,1,15.65,0.17,2.0,619,0,1
32.0,1,4,64801.0,10,0,5000.0,4,11.01,0.08,8.0,610,0,0
26.0,1,0,48103.0,5,0,4000.0,3,15.05,0.08,3.0,628,0,1
25.0,1,0,37122.0,2,3,3075.0,1,10.59,0.08,2.0,570,1,0
27.0,1,0,26061.0,4,3,10000.0,3,12.32,0.38,5.0,634,0,1
36.0,1,0,84061.0,11,3,25000.0,2,14.59,0.3,12.0,590,0,1
24.0,0,1,54712.0,5,3,10536.0,2,14.51,0.19,2.0,647,0,1
23.0,1,1,58784.0,1,3,4800.0,1,7.9,0.08,2.0,661,1,0
27.0,0,3,39601.0,4,3,10000.0,1,12.42,0.25,8.0,682,0,1
23.0,1,1,27174.0,0,2,9000.0,5,7.88,0.33,3.0,619,1,0
30.0,1,1,130779.0,10,3,7000.0,1,14.42,0.05,8.0,592,0,1
28.0,0,4,62656.0,6,0,20000.0,5,11.97,0.32,7.0,732,1,0
25.0,1,3,61171.0,3,0,9000.0,0,6.03,0.15,2.0,528,1,0
23.0,1,1,30165.0,0,3,12250.0,1,13.16,0.41,3.0,686,0,1
43.0,1,4,60933.0,21,3,18000.0,4,14.35,0.3,16.0,705,0,1
23.0,1,1,43965.0,2,0,5500.0,2,14.29,0.13,3.0,672,1,0
28.0,1,1,62238.0,4,3,6000.0,0,12.69,0.1,5.0,665,0,0
38.0,1,3,66466.0,16,3,9976.0,4,15.14,0.15,15.0,707,0,1
26.0,0,4,85166.0,3,0,7000.0,3,14.26,0.08,4.0,618,0,0
47.0,0,4,104080.0,23,3,9000.0,2,12.87,0.09,13.0,676,0,1
30.0,0,0,54560.0,8,3,7500.0,3,15.05,0.14,6.0,600,0,1
34.0,1,3,72769.0,10,0,14000.0,1,12.84,0.19,5.0,577,1,0
24.0,0,1,50822.0,2,0,8500.0,1,7.14,0.17,4.0,612,0,0
23.0,1,3,30109.0,2,3,9600.0,4,9.99,0.32,4.0,645,0,1
22.0,1,1,49401.0,0,3,14000.0,1,11.01,0.28,4.0,571,0,1
26.0,1,1,57476.0,0,3,25000.0,5,11.99,0.43,7.0,543,0,1
28.0,0,3,55251.0,4,3,10000.0,0,9.91,0.18,6.0,657,1,0
23.0,0,1,58944.0,1,0,12000.0,5,11.36,0.2,3.0,606,1,0
27.0,0,0,59568.0,6,0,10000.0,4,15.7,0.17,9.0,633,1,0
23.0,0,0,46136.0,0,3,7000.0,0,9.31,0.15,3.0,696,0,1
26.0,1,1,65534.0,5,3,13200.0,2,14.91,0.2,2.0,580,0,1
26.0,1,1,96844.0,5,0,7000.0,2,6.03,0.07,4.0,629,0,0
25.0,0,0,72702.0,4,2,1400.0,2,14.22,0.02,3.0,674,1,0
32.0,1,4,66263.0,10,3,8500.0,2,7.49,0.13,6.0,680,1,0
22.0,0,1,37220.0,0,3,12000.0,1,13.65,0.32,3.0,641,0,1
24.0,1,0,46451.0,0,3,12000.0,0,6.17,0.26,3.0,567,0,1
31.0,0,1,83837.0,6,3,14000.0,4,6.03,0.17,10.0,535,0,0
40.0,0,0,84727.0,18,3,5000.0,4,12.55,0.06,12.0,658,1,0
29.0,1,4,94293.0,4,0,18000.0,2,9.38,0.19,6.0,644,0,1
27.0,1,3,170388.0,2,0,6450.0,5,5.99,0.04,10.0,595,0,0
22.0,0,3,24940.0,0,3,10000.0,1,7.49,0.4,4.0,439,0,1
24.0,1,1,51559.0,1,3,12125.0,0,11.01,0.24,3.0,613,0,0
26.0,1,0,64479.0,4,3,9600.0,5,11.33,0.15,3.0,666,0,0
24.0,1,3,65432.0,3,0,7060.0,3,9.1,0.11,2.0,648,1,0
27.0,1,1,91088.0,3,0,10000.0,5,14.75,0.11,4.0,660,0,1
27.0,1,3,47649.0,7,0,5000.0,2,18.79,0.1,6.0,620,0,1
31.0,0,1,116437.0,9,0,25000.0,5,11.01,0.21,5.0,676,0,1
25.0,0,1,106608.0,0,3,9924.0,4,14.83,0.09,3.0,680,0,1
26.0,1,0,99465.0,1,3,10000.0,3,7.29,0.1,4.0,605,1,0
28.0,0,4,45899.0,2,3,12000.0,0,11.01,0.26,9.0,644,0,1
31.0,0,2,202646.0,9,0,15500.0,1,9.25,0.08,9.0,665,0,0
27.0,0,3,41483.0,6,3,15000.0,0,5.79,0.36,8.0,670,0,1
32.0,1,3,47537.0,9,3,2856.0,2,13.42,0.06,7.0,601,0,1
39.0,0,2,140265.0,18,3,8000.0,5,15.27,0.06,11.0,708,0,1
37.0,0,0,156931.0,14,3,13000.0,5,9.88,0.08,14.0,619,1,0
27.0,0,0,78981.0,4,3,6000.0,3,11.14,0.08,9.0,652,0,0
46.0,0,3,63567.0,21,3,17000.0,2,8.71,0.27,15.0,665,0,1
40.0,0,1,39244.0,18,3,2500.0,2,7.99,0.06,16.0,531,0,1
25.0,1,3,68574.0,0,3,20000.0,0,13.84,0.29,6.0,637,0,1
26.0,1,1,72513.0,1,0,30304.0,1,13.67,0.42,4.0,526,1,0
31.0,0,1,49792.0,10,3,4000.0,3,10.0,0.08,10.0,636,1,0
41.0,1,2,58603.0,22,3,8000.0,1,5.99,0.14,15.0,672,0,0
26.0,0,1,53914.0,2,0,11500.0,4,9.63,0.21,3.0,686,0,1
29.0,1,1,145031.0,8,2,5000.0,4,14.09,0.03,5.0,630,0,0
24.0,1,3,71798.0,1,3,18000.0,2,14.96,0.25,4.0,603,0,1
28.0,1,4,60840.0,6,3,25000.0,3,13.11,0.41,7.0,643,0,1
30.0,0,1,36886.0,6,3,10000.0,5,11.01,0.27,7.0,651,0,1
28.0,1,1,72988.0,9,3,16000.0,3,16.07,0.22,8.0,576,0,1
36.0,1,0,145243.0,13,0,14500.0,2,5.42,0.1,13.0,709,1,0
22.0,0,3,33399.0,2,3,2489.0,1,6.05,0.07,5.0,640,0,0
34.0,0,0,53783.0,10,3,16400.0,0,11.03,0.3,10.0,626,0,1
22.0,1,1,65692.0,3,0,5000.0,1,15.62,0.08,2.0,517,1,0
23.0,1,3,136081.0,1,0,22400.0,5,7.49,0.16,2.0,615,1,0
25.0,0,1,36794.0,4,3,12000.0,0,6.07,0.33,4.0,647,0,1
25.0,1,0,76771.0,6,3,8900.0,3,7.29,0.12,3.0,515,1,0
31.0,1,0,109085.0,10,0,18000.0,3,12.41,0.17,9.0,517,1,0
22.0,0,0,85143.0,0,0,25000.0,0,13.79,0.29,3.0,569,0,1
25.0,1,1,103160.0,1,0,12000.0,3,6.21,0.12,3.0,702,0,0
32.0,1,0,39426.0,11,3,2600.0,5,11.01,0.07,6.0,652,0,1
22.0,1,0,24882.0,2,3,3000.0,1,13.11,0.12,4.0,626,0,0
24.0,1,3,75369.0,0,3,24000.0,1,12.66,0.32,4.0,647,0,1
44.0,1,0,110391.0,22,0,7900.0,3,8.59,0.07,14.0,688,0,0
22.0,0,1,33621.0,2,2,10800.0,5,10.74,0.32,3.0,632,1,0
28.0,0,3,48620.0,5,3,12000.0,3,10.96,0.25,6.0,583,0,0
27.0,0,1,88943.0,5,3,9000.0,1,9.63,0.1,7.0,698,0,1
22.0,1,1,72964.0,0,0,6000.0,1,9.91,0.08,4.0,661,1,0
23.0,1,3,98967.0,5,3,25000.0,3,11.36,0.25,3.0,566,0,1
25.0,0,0,78887.0,6,0,10043.0,3,10.14,0.13,4.0,671,1,0
26.0,0,1,54001.0,4,3,4600.0,4,13.99,0.09,4.0,630,0,1
34.0,1,4,63299.0,8,3,6000.0,1,12.53,0.09,9.0,632,0,0
30.0,0,0,36964.0,7,3,1000.0,3,11.01,0.03,10.0,630,0,1
25.0,0,0,39745.0,3,3,14125.0,3,9.74,0.36,6.0,652,0,1
23.0,1,0,94644.0,1,3,24000.0,4,13.92,0.25,3.0,613,0,1
